,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy,Biological condition,Biological condition,Biological condition,Biological condition,Biological condition,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Trophic status,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Organic enrichment,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Pollution tolerance,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Dissolved oxygen preference,Salinity,Salinity,Salinity,Salinity,Pollution tolerance,Pollution tolerance,Pollution tolerance,Nutrient,Nutrient,Nutrient,Nutrient,Habit,Habit,Nitrogen fixation,Nitrogen fixation,Motility,Motility,Motility,Motility,Motility,Size,Size,Size,Size,Size,Taxonomy,Taxonomy,Taxonomy,Taxonomy,Habit,Habit,Motility,Taxonomy,Taxonomy
67,4,10,10,9,0,2,2,1,5,12,0,6,5,15,6,2,0,1,3,1,3,3,9,8,8,2,0,3,26,1,0,2,6,13,6,5,12,5,33,2,3,32,5,3,5,18,4,6,9,10,5,0,3,4,3,6,5,5,15,3,3,0.114285714,0.285714286,0.285714286,0.257142857,0,0.057142857,0.057142857,0.028571429,0.142857143,0.342857143,0,0.171428571,0.142857143,0.428571429,0.171428571,0.057142857,0,0.028571429,0.085714286,0.028571429,0.085714286,0.085714286,0.257142857,0.228571429,0.228571429,0.057142857,0,0.085714286,0.742857143,0.028571429,0,0.057142857,0.171428571,0.371428571,0.171428571,0.142857143,0.342857143,0.142857143,0.942857143,0.057142857,0.085714286,0.914285714,0.142857143,0.085714286,0.142857143,0.514285714,0.114285714,0.171428571,0.257142857,0.285714286,0.142857143,0,0.085714286,0.114285714,0.085714286,0.171428571,0.142857143,0.142857143,0.428571429,0.085714286,0.085714286,0.04668267,0.156570816,0.457786404,0.304075795,0,0.029623576,0.002247306,0.003192196,0.089866694,0.288242505,0,0.358496348,0.037489147,0.603580367,0.015731141,0.065325093,0,0.063843914,0.005950253,0.006384391,0.352418407,0.003013433,0.39131212,0.073292814,0.189718576,0.064610041,0,0.032815772,0.738648552,0.063843914,0,0.070228306,0.053220287,0.473108943,0.296210225,0.272945503,0.433755554,0.259844732,0.934674907,0.065325093,0.129679759,0.870320241,0.071275346,0.098523929,0.38921804,0.398002962,0.042979723,0.390724756,0.232800449,0.272817815,0.088155677,0,0.383063486,0.386255682,0.041498544,0.228663364,0.00492875,0.482021554,0.430946422,0.005950253,0.066601972
68,6,8,6,2,2,2,0,5,1,2,0,6,4,7,4,1,0,1,1,1,1,1,11,1,2,1,0,3,16,0,0,0,3,11,9,0,11,3,23,1,0,23,7,1,7,9,1,8,6,7,1,1,2,4,1,1,2,4,12,7,0,0.24,0.32,0.24,0.08,0.08,0.08,0,0.2,0.04,0.08,0,0.24,0.16,0.28,0.16,0.04,0,0.04,0.04,0.04,0.04,0.04,0.44,0.04,0.08,0.04,0,0.12,0.64,0,0,0,0.12,0.44,0.36,0,0.44,0.12,0.92,0.04,0,0.92,0.28,0.04,0.28,0.36,0.04,0.32,0.24,0.28,0.04,0.04,0.08,0.16,0.04,0.04,0.08,0.16,0.48,0.28,0,0.020056952,0.021418844,0.942181503,0.010523709,0.00519995,0.017333168,0,0.011637984,0.000619042,0.014857001,0,0.916676984,0.07700879,0.863439396,0.011018943,0.004952334,0,0.004952334,0.009904668,0.000619042,0.79732574,0.001238083,0.930791135,0.000247617,0.010523709,0.004952334,0,0.017580785,0.969790764,0,0,0,0.020428377,0.878544014,0.818868392,0,0.935248236,0.015476043,0.999133342,0.000619042,0,0.982666832,0.149684289,0.001238083,0.825430234,0.01869506,0.004952334,0.946762412,0.024390244,0.021418844,0.000619042,0.001238083,0.802278074,0.819611242,0.004952334,0.009904668,0.001857125,0.819611242,0.029837811,0.149684289,0
69,4,3,8,15,3,2,1,1,4,16,0,2,3,10,10,3,0,1,4,1,6,3,3,6,12,4,1,2,15,7,2,1,12,9,3,10,4,13,32,2,0,34,8,2,4,15,5,1,12,13,5,0,0,2,3,8,5,4,16,7,2,0.117647059,0.088235294,0.235294118,0.441176471,0.088235294,0.058823529,0.029411765,0.029411765,0.117647059,0.470588235,0,0.058823529,0.088235294,0.294117647,0.294117647,0.088235294,0,0.029411765,0.117647059,0.029411765,0.176470588,0.088235294,0.088235294,0.176470588,0.352941176,0.117647059,0.029411765,0.058823529,0.441176471,0.205882353,0.058823529,0.029411765,0.352941176,0.264705882,0.088235294,0.294117647,0.117647059,0.382352941,0.941176471,0.058823529,0,1,0.235294118,0.058823529,0.117647059,0.441176471,0.147058824,0.029411765,0.352941176,0.382352941,0.147058824,0,0,0.058823529,0.088235294,0.235294118,0.147058824,0.117647059,0.470588235,0.205882353,0.058823529,0.097759674,0.028513238,0.264765784,0.446028513,0.138492872,0.032586558,0.00203666,0.016293279,0.026476578,0.778004073,0,0.016293279,0.048879837,0.272912424,0.362525458,0.187372709,0,0.057026477,0.126272912,0.00814664,0.252545825,0.026476578,0.048879837,0.075356415,0.539714868,0.085539715,0.122199593,0.032586558,0.574338086,0.207739308,0.024439919,0.057026477,0.297352342,0.083503055,0.089613035,0.411405295,0.089613035,0.558044807,0.869653768,0.130346232,0,1,0.226069246,0.179226069,0.17107943,0.362525458,0.061099796,0.00814664,0.560081466,0.342158859,0.052953157,0,0,0.122199593,0.036659878,0.252545825,0.099796334,0.33401222,0.33197556,0.103869654,0.130346232
7,8,7,8,11,2,2,0,3,6,13,1,3,4,12,10,1,0,0,4,1,5,2,6,6,9,1,1,3,25,4,1,2,12,11,9,5,13,10,33,4,3,34,8,3,5,16,5,5,14,10,6,1,1,2,3,5,5,4,18,5,4,0.216216216,0.189189189,0.216216216,0.297297297,0.054054054,0.054054054,0,0.081081081,0.162162162,0.351351351,0.027027027,0.081081081,0.108108108,0.324324324,0.27027027,0.027027027,0,0,0.108108108,0.027027027,0.135135135,0.054054054,0.162162162,0.162162162,0.243243243,0.027027027,0.027027027,0.081081081,0.675675676,0.108108108,0.027027027,0.054054054,0.324324324,0.297297297,0.243243243,0.135135135,0.351351351,0.27027027,0.891891892,0.108108108,0.081081081,0.918918919,0.216216216,0.081081081,0.135135135,0.432432432,0.135135135,0.135135135,0.378378378,0.27027027,0.162162162,0.027027027,0.027027027,0.054054054,0.081081081,0.135135135,0.135135135,0.108108108,0.486486486,0.135135135,0.108108108,0.153538632,0.316933186,0.287306048,0.123377137,0.019889962,0.000138537,0,0.09905399,0.000554148,0.316141545,0.019791007,0.064320773,0.020028499,0.317131096,0.162721659,9.90E-05,0,0,0.082924319,9.90E-05,0.208003483,0.079262983,0.123931286,0.025114788,0.251781191,0.039582014,9.90E-05,0.019929544,0.811470868,0.064419728,0.004947752,0.000138537,0.132639329,0.188647878,0.480090247,0.247486542,0.554464851,0.282912445,0.951610988,0.048389012,0.014863046,0.985136954,0.182077264,0.277074098,0.029884421,0.35239867,0.158565548,0.282219759,0.480862096,0.212872071,0.004215484,3.96E-05,0.004947752,0.024738759,0.118943952,0.079698385,0.020226409,0.207805573,0.293025649,0.158427011,0.04344126
70,8,6,4,7,5,0,1,0,7,12,0,2,3,10,7,1,0,0,2,0,2,2,4,7,5,2,1,1,18,3,3,0,8,9,4,5,10,7,28,2,5,25,5,0,2,17,6,2,8,12,6,1,0,1,3,6,2,1,23,4,1,0.266666667,0.2,0.133333333,0.233333333,0.166666667,0,0.033333333,0,0.233333333,0.4,0,0.066666667,0.1,0.333333333,0.233333333,0.033333333,0,0,0.066666667,0,0.066666667,0.066666667,0.133333333,0.233333333,0.166666667,0.066666667,0.033333333,0.033333333,0.6,0.1,0.1,0,0.266666667,0.3,0.133333333,0.166666667,0.333333333,0.233333333,0.933333333,0.066666667,0.166666667,0.833333333,0.166666667,0,0.066666667,0.566666667,0.2,0.066666667,0.266666667,0.4,0.2,0.033333333,0,0.033333333,0.1,0.2,0.066666667,0.033333333,0.766666667,0.133333333,0.033333333,0.150483698,0.144034396,0.011823719,0.190612684,0.503045503,0,0.014331781,0,0.119312075,0.743461125,0,0.028663561,0.02938015,0.122536725,0.23790756,0.372626299,0,0,0.021497671,0,0.010748836,0.014690075,0.046578287,0.061984952,0.209602293,0.028663561,0.372626299,0.028663561,0.417054819,0.415621641,0.101755643,0,0.22285919,0.140451451,0.071658904,0.487280545,0.222500896,0.612683626,0.625940523,0.374059477,0.164815478,0.835184522,0.406305984,0,0.021497671,0.407022573,0.165173773,0.032246507,0.581153708,0.165890362,0.191687567,0.000358295,0,0.00716589,0.064493013,0.276245073,0.014690075,0.00716589,0.572196345,0.033679685,0.372626299
71,1,1,3,2,5,0,0,0,0,5,0,3,0,3,4,1,0,1,1,0,2,0,1,3,2,1,0,0,5,3,1,1,3,2,2,6,3,5,11,1,0,12,3,1,2,2,4,2,3,4,1,0,1,1,4,2,1,1,6,3,1,0.083333333,0.083333333,0.25,0.166666667,0.416666667,0,0,0,0,0.416666667,0,0.25,0,0.25,0.333333333,0.083333333,0,0.083333333,0.083333333,0,0.166666667,0,0.083333333,0.25,0.166666667,0.083333333,0,0,0.416666667,0.25,0.083333333,0.083333333,0.25,0.166666667,0.166666667,0.5,0.25,0.416666667,0.916666667,0.083333333,0,1,0.25,0.083333333,0.166666667,0.166666667,0.333333333,0.166666667,0.25,0.333333333,0.083333333,0,0.083333333,0.083333333,0.333333333,0.166666667,0.083333333,0.083333333,0.5,0.25,0.083333333,0.004405286,0.070484581,0.110132159,0.061674009,0.753303965,0,0,0,0,0.744493392,0,0.140969163,0,0.13215859,0.101321586,0.052863436,0,0.052863436,0.070484581,0,0.0969163,0,0.088105727,0.061674009,0.074889868,0.052863436,0,0,0.154185022,0.731277533,0.004405286,0.052863436,0.0969163,0.0969163,0.092511013,0.792951542,0.162995595,0.775330396,0.995594714,0.004405286,0,1,0.079295154,0.008810573,0.092511013,0.061674009,0.757709251,0.092511013,0.114537445,0.083700441,0.004405286,0,0.088105727,0.088105727,0.757709251,0.061674009,0.008810573,0.088105727,0.81938326,0.079295154,0.008810573
72,1,4,1,6,1,0,0,0,3,7,0,1,1,6,3,0,0,0,2,1,1,1,1,2,5,1,0,0,10,2,0,0,4,5,0,5,4,6,13,0,3,10,0,1,2,8,2,1,6,3,3,0,1,2,0,4,0,3,10,0,0,0.076923077,0.307692308,0.076923077,0.461538462,0.076923077,0,0,0,0.230769231,0.538461538,0,0.076923077,0.076923077,0.461538462,0.230769231,0,0,0,0.153846154,0.076923077,0.076923077,0.076923077,0.076923077,0.153846154,0.384615385,0.076923077,0,0,0.769230769,0.153846154,0,0,0.307692308,0.384615385,0,0.384615385,0.307692308,0.461538462,1,0,0.230769231,0.769230769,0,0.076923077,0.153846154,0.615384615,0.153846154,0.076923077,0.461538462,0.230769231,0.230769231,0,0.076923077,0.153846154,0,0.307692308,0,0.230769231,0.769230769,0,0,0.071047957,0.392539964,0.053285968,0.234458259,0.248667851,0,0,0,0.004440497,0.604795737,0,0.071047957,0.213143872,0.269094139,0.160746004,0,0,0,0.159857904,0.000888099,0.053285968,0.000888099,0.213143872,0.072824156,0.143872114,0.142095915,0,0,0.502664298,0.390763766,0,0,0.285079929,0.288632327,0,0.51598579,0.145648313,0.53374778,1,0,0.143872114,0.856127886,0,0.053285968,0.124333925,0.679396092,0.142984014,0.106571936,0.498223801,0.390763766,0.004440497,0,0.106571936,0.124333925,0,0.463587922,0,0.177619893,0.822380107,0,0
73,0,1,2,0,2,0,0,0,2,1,0,2,0,3,2,0,0,0,1,0,2,1,2,2,1,0,0,0,5,0,0,0,1,2,1,1,2,2,5,0,0,5,0,0,1,2,2,1,2,1,1,0,1,1,2,0,0,1,3,0,0,0,0.2,0.4,0,0.4,0,0,0,0.4,0.2,0,0.4,0,0.6,0.4,0,0,0,0.2,0,0.4,0.2,0.4,0.4,0.2,0,0,0,1,0,0,0,0.2,0.4,0.2,0.2,0.4,0.4,1,0,0,1,0,0,0.2,0.4,0.4,0.2,0.4,0.2,0.2,0,0.2,0.2,0.4,0,0,0.2,0.6,0,0,0,0.16374269,0.81871345,0,0.01754386,0,0,0,0.169590643,0.011695906,0,0.81871345,0,0.824561404,0.175438596,0,0,0,0.011695906,0,0.81871345,0.005847953,0.81871345,0.169590643,0.011695906,0,0,0,1,0,0,0,0.16374269,0.81871345,0.65497076,0.011695906,0.81871345,0.01754386,1,0,0,1,0,0,0.65497076,0.32748538,0.01754386,0.65497076,0.175438596,0.16374269,0.005847953,0,0.65497076,0.65497076,0.01754386,0,0,0.65497076,0.18128655,0,0
74,0,2,3,1,0,0,0,1,1,2,0,0,0,3,0,0,0,0,0,0,1,1,1,1,1,0,0,1,4,0,0,0,0,3,1,1,3,1,7,0,2,5,0,2,0,4,1,0,2,2,1,0,0,0,1,1,0,1,6,0,0,0,0.285714286,0.428571429,0.142857143,0,0,0,0.142857143,0.142857143,0.285714286,0,0,0,0.428571429,0,0,0,0,0,0,0.142857143,0.142857143,0.142857143,0.142857143,0.142857143,0,0,0.142857143,0.571428571,0,0,0,0,0.428571429,0.142857143,0.142857143,0.428571429,0.142857143,1,0,0.285714286,0.714285714,0,0.285714286,0,0.571428571,0.142857143,0,0.285714286,0.285714286,0.142857143,0,0,0,0.142857143,0.142857143,0,0.142857143,0.857142857,0,0,0,0.059487421,0.587820362,0.117564072,0,0,0,0.117564072,0.000705384,0.411474253,0,0,0,0.529038326,0,0,0,0,0,0,0.352692217,0.117564072,0.117564072,0.058782036,0.352692217,0,0,0.117564072,0.52974371,0,0,0,0,0.177051493,0.117564072,0.352692217,0.177051493,0.352692217,1,0,0.059487421,0.940512579,0,0.47025629,0,0.294615565,0.235128145,0,0.47025629,0.176346109,0.000705384,0,0,0,0.235128145,0.117564072,0,0.352692217,0.647307783,0,0
75,1,1,3,8,3,0,0,2,1,7,0,2,3,5,4,2,0,1,2,0,3,0,2,2,2,3,0,2,10,4,0,2,3,6,2,7,2,11,18,0,0,18,1,2,2,7,6,3,7,5,0,0,0,1,4,4,2,2,11,1,0,0.055555556,0.055555556,0.166666667,0.444444444,0.166666667,0,0,0.111111111,0.055555556,0.388888889,0,0.111111111,0.166666667,0.277777778,0.222222222,0.111111111,0,0.055555556,0.111111111,0,0.166666667,0,0.111111111,0.111111111,0.111111111,0.166666667,0,0.111111111,0.555555556,0.222222222,0,0.111111111,0.166666667,0.333333333,0.111111111,0.388888889,0.111111111,0.611111111,1,0,0,1,0.055555556,0.111111111,0.111111111,0.388888889,0.333333333,0.166666667,0.388888889,0.277777778,0,0,0,0.055555556,0.222222222,0.222222222,0.111111111,0.111111111,0.611111111,0.055555556,0,0.043956044,0.131868132,0.098901099,0.494505495,0.175824176,0,0,0.065934066,0.043956044,0.384615385,0,0.307692308,0.10989011,0.318681319,0.285714286,0.175824176,0,0.131868132,0.065934066,0,0.120879121,0,0.175824176,0.087912088,0.076923077,0.197802198,0,0.065934066,0.626373626,0.252747253,0,0.175824176,0.208791209,0.307692308,0.087912088,0.373626374,0.175824176,0.659340659,1,0,0,1,0.043956044,0.076923077,0.087912088,0.56043956,0.230769231,0.175824176,0.384615385,0.362637363,0,0,0,0.043956044,0.197802198,0.373626374,0.065934066,0.076923077,0.637362637,0.043956044,0
76,4,5,2,5,0,3,1,4,0,4,0,2,5,5,3,0,0,0,1,0,1,2,7,1,1,1,0,4,9,1,0,1,3,6,4,2,5,4,15,1,0,16,2,3,3,6,2,4,8,3,0,0,1,3,1,2,3,3,5,2,1,0.25,0.3125,0.125,0.3125,0,0.1875,0.0625,0.25,0,0.25,0,0.125,0.3125,0.3125,0.1875,0,0,0,0.0625,0,0.0625,0.125,0.4375,0.0625,0.0625,0.0625,0,0.25,0.5625,0.0625,0,0.0625,0.1875,0.375,0.25,0.125,0.3125,0.25,0.9375,0.0625,0,1,0.125,0.1875,0.1875,0.375,0.125,0.25,0.5,0.1875,0,0,0.0625,0.1875,0.0625,0.125,0.1875,0.1875,0.3125,0.125,0.0625,0.276836158,0.525423729,0.11299435,0.084745763,0,0.079096045,0.18079096,0.474576271,0,0.062146893,0,0.11299435,0.259887006,0.209039548,0.124293785,0,0,0,0.02259887,0,0.005649718,0.096045198,0.440677966,0.005649718,0.011299435,0.02259887,0,0.299435028,0.355932203,0.02259887,0,0.06779661,0.050847458,0.259887006,0.225988701,0.028248588,0.316384181,0.073446328,0.95480226,0.04519774,0,1,0.09039548,0.276836158,0.395480226,0.192090395,0.04519774,0.610169492,0.225988701,0.141242938,0,0,0.316384181,0.508474576,0.02259887,0.04519774,0.033898305,0.508474576,0.163841808,0.09039548,0.005649718
77,3,8,3,5,2,1,1,4,1,9,0,2,3,7,5,0,0,0,2,0,2,1,5,3,3,1,0,3,14,3,0,2,2,8,4,6,7,6,21,1,1,21,4,4,4,6,4,5,10,5,1,0,1,4,2,2,3,5,7,4,1,0.136363636,0.363636364,0.136363636,0.227272727,0.090909091,0.045454545,0.045454545,0.181818182,0.045454545,0.409090909,0,0.090909091,0.136363636,0.318181818,0.227272727,0,0,0,0.090909091,0,0.090909091,0.045454545,0.227272727,0.136363636,0.136363636,0.045454545,0,0.136363636,0.636363636,0.136363636,0,0.090909091,0.090909091,0.363636364,0.181818182,0.272727273,0.318181818,0.272727273,0.954545455,0.045454545,0.045454545,0.954545455,0.181818182,0.181818182,0.181818182,0.272727273,0.181818182,0.227272727,0.454545455,0.227272727,0.045454545,0,0.045454545,0.181818182,0.090909091,0.090909091,0.136363636,0.227272727,0.318181818,0.181818182,0.045454545,0.162673765,0.488908607,0.133096717,0.126589766,0.059154096,0.029577048,0.118308193,0.369713103,0.007394262,0.281869269,0,0.059154096,0.177462289,0.200532387,0.155279503,0,0,0,0.066548358,0,0.096125407,0.014788524,0.221827862,0.037858622,0.125702455,0.059154096,0,0.177462289,0.378881988,0.118308193,0,0.03046436,0.066548358,0.133984028,0.147885241,0.215320911,0.192250813,0.244010648,0.985211476,0.014788524,0.007394262,0.992605738,0.081336883,0.229222124,0.384501627,0.185743863,0.119195504,0.561963916,0.296657794,0.10440698,0.007394262,0,0.295770482,0.473232771,0.059154096,0.088731145,0.037858622,0.561963916,0.170955339,0.081336883,0.007394262
78,3,7,3,5,0,1,1,4,0,5,0,2,3,5,4,0,0,0,2,0,1,1,5,1,2,1,0,3,11,1,0,1,4,6,5,3,7,4,17,2,0,19,4,3,5,5,2,5,10,2,0,0,2,5,1,2,3,5,4,3,2,0.157894737,0.368421053,0.157894737,0.263157895,0,0.052631579,0.052631579,0.210526316,0,0.263157895,0,0.105263158,0.157894737,0.263157895,0.210526316,0,0,0,0.105263158,0,0.052631579,0.052631579,0.263157895,0.052631579,0.105263158,0.052631579,0,0.157894737,0.578947368,0.052631579,0,0.052631579,0.210526316,0.315789474,0.263157895,0.157894737,0.368421053,0.210526316,0.894736842,0.105263158,0,1,0.210526316,0.157894737,0.263157895,0.263157895,0.105263158,0.263157895,0.526315789,0.105263158,0,0,0.105263158,0.263157895,0.052631579,0.105263158,0.157894737,0.263157895,0.210526316,0.157894737,0.105263158,0.135835567,0.647899911,0.176050045,0.038427167,0,0.014298481,0.128686327,0.465594281,0,0.294012511,0,0.016085791,0.136729223,0.209115282,0.286863271,0,0,0,0.258266309,0,0.00714924,0.171581769,0.322609473,0.00714924,0.271671135,0.000893655,0,0.147453083,0.534405719,0.000893655,0,0.014298481,0.288650581,0.252904379,0.211796247,0.050938338,0.483467382,0.024128686,0.99642538,0.00357462,0,1,0.26541555,0.307417337,0.344950849,0.077747989,0.004468275,0.46201966,0.516532618,0.016979446,0,0,0.314566577,0.459338695,0.00357462,0.002680965,0.064343164,0.459338695,0.177837355,0.264521895,0.008042895
79,1,5,5,9,3,0,0,1,4,7,0,5,1,9,7,1,0,0,2,2,3,2,4,6,5,1,0,1,16,2,0,1,7,5,2,6,3,10,23,0,0,23,2,3,1,12,5,3,7,7,3,0,0,1,4,4,3,2,14,2,1,0.043478261,0.217391304,0.217391304,0.391304348,0.130434783,0,0,0.043478261,0.173913043,0.304347826,0,0.217391304,0.043478261,0.391304348,0.304347826,0.043478261,0,0,0.086956522,0.086956522,0.130434783,0.086956522,0.173913043,0.260869565,0.217391304,0.043478261,0,0.043478261,0.695652174,0.086956522,0,0.043478261,0.304347826,0.217391304,0.086956522,0.260869565,0.130434783,0.434782609,1,0,0,1,0.086956522,0.130434783,0.043478261,0.52173913,0.217391304,0.130434783,0.304347826,0.304347826,0.130434783,0,0,0.043478261,0.173913043,0.173913043,0.130434783,0.086956522,0.608695652,0.086956522,0.043478261,0.025157233,0.113207547,0.352201258,0.402515723,0.106918239,0,0,0.025157233,0.031446541,0.679245283,0,0.081761006,0.025157233,0.559748428,0.232704403,0.050314465,0,0,0.100628931,0.018867925,0.477987421,0.031446541,0.050314465,0.226415094,0.465408805,0.050314465,0,0.025157233,0.767295597,0.056603774,0,0.050314465,0.157232704,0.226415094,0.050314465,0.440251572,0.088050314,0.679245283,1,0,0,1,0.062893082,0.377358491,0.050314465,0.41509434,0.094339623,0.125786164,0.477987421,0.144654088,0.20754717,0,0,0.050314465,0.088050314,0.301886792,0.062893082,0.352201258,0.48427673,0.062893082,0.025157233
8,3,4,8,6,3,0,1,1,3,13,0,2,0,11,6,2,0,0,2,1,7,3,3,7,7,0,1,0,18,3,0,0,8,10,7,7,8,7,26,1,3,24,5,5,2,8,7,2,11,7,3,1,1,1,5,5,2,3,16,4,2,0.111111111,0.148148148,0.296296296,0.222222222,0.111111111,0,0.037037037,0.037037037,0.111111111,0.481481481,0,0.074074074,0,0.407407407,0.222222222,0.074074074,0,0,0.074074074,0.037037037,0.259259259,0.111111111,0.111111111,0.259259259,0.259259259,0,0.037037037,0,0.666666667,0.111111111,0,0,0.296296296,0.37037037,0.259259259,0.259259259,0.296296296,0.259259259,0.962962963,0.037037037,0.111111111,0.888888889,0.185185185,0.185185185,0.074074074,0.296296296,0.259259259,0.074074074,0.407407407,0.259259259,0.111111111,0.037037037,0.037037037,0.037037037,0.185185185,0.185185185,0.074074074,0.111111111,0.592592593,0.148148148,0.074074074,0.009001637,0.626022913,0.282324059,0.062193126,0.006546645,0,0.004091653,0.001636661,0.006546645,0.551554828,0,0.004909984,0,0.507364975,0.055646481,0.004909984,0,0,0.008183306,0.004091653,0.288052373,0.006546645,0.006546645,0.24304419,0.315875614,0,0.000818331,0,0.559738134,0.010638298,0,0,0.266775777,0.245499182,0.02700491,0.277414075,0.239770867,0.284779051,0.999181669,0.000818331,0.217675941,0.782324059,0.215220949,0.279869067,0.012274959,0.475450082,0.017184943,0.005728314,0.499181669,0.472176759,0.005728314,0.004091653,0.004091653,0.004091653,0.012274959,0.257774141,0.012274959,0.2700491,0.494271686,0.214402619,0.009001637
80,1,3,5,4,3,0,0,2,2,7,0,1,2,7,4,0,0,0,1,0,4,2,2,4,5,0,0,1,8,4,0,0,3,4,4,5,4,9,16,0,0,16,1,2,4,4,5,4,6,3,2,0,2,3,4,2,1,5,8,1,0,0.0625,0.1875,0.3125,0.25,0.1875,0,0,0.125,0.125,0.4375,0,0.0625,0.125,0.4375,0.25,0,0,0,0.0625,0,0.25,0.125,0.125,0.25,0.3125,0,0,0.0625,0.5,0.25,0,0,0.1875,0.25,0.25,0.3125,0.25,0.5625,1,0,0,1,0.0625,0.125,0.25,0.25,0.3125,0.25,0.375,0.1875,0.125,0,0.125,0.1875,0.25,0.125,0.0625,0.3125,0.5,0.0625,0,0.322222222,0.511111111,0.083333333,0.048611111,0.034722222,0,0,0.027777778,0.020833333,0.111111111,0,0.013888889,0.336111111,0.104166667,0.048611111,0,0,0,0.013888889,0,0.069444444,0.020833333,0.027777778,0.041666667,0.083333333,0,0,0.013888889,0.125,0.041666667,0,0,0.027777778,0.055555556,0.525,0.083333333,0.833333333,0.125,1,0,0,1,0.013888889,0.055555556,0.826388889,0.055555556,0.048611111,0.833333333,0.097222222,0.041666667,0.020833333,0,0.805555556,0.819444444,0.041666667,0.027777778,0.013888889,0.868055556,0.090277778,0.013888889,0
81,3,4,4,2,2,1,0,1,4,7,0,1,2,8,0,0,0,0,0,0,2,2,4,4,2,0,0,0,11,2,0,0,1,7,4,4,9,3,15,0,3,12,1,2,4,7,1,2,5,6,2,0,0,1,1,3,2,3,9,1,0,0.2,0.266666667,0.266666667,0.133333333,0.133333333,0.066666667,0,0.066666667,0.266666667,0.466666667,0,0.066666667,0.133333333,0.533333333,0,0,0,0,0,0,0.133333333,0.133333333,0.266666667,0.266666667,0.133333333,0,0,0,0.733333333,0.133333333,0,0,0.066666667,0.466666667,0.266666667,0.266666667,0.6,0.2,1,0,0.2,0.8,0.066666667,0.133333333,0.266666667,0.466666667,0.066666667,0.133333333,0.333333333,0.4,0.133333333,0,0,0.066666667,0.066666667,0.2,0.133333333,0.2,0.6,0.066666667,0,0.356451613,0.211290323,0.203225806,0.098387097,0.130645161,0.322580645,0,0.064516129,0.146774194,0.462903226,0,0.001612903,0.338709677,0.49516129,0,0,0,0,0,0,0.112903226,0.090322581,0.429032258,0.275806452,0.129032258,0,0,0,0.851612903,0.14516129,0,0,0.032258065,0.680645161,0.108064516,0.259677419,0.337096774,0.241935484,1,0,0.225806452,0.774193548,0.001612903,0.161290323,0.366129032,0.374193548,0.096774194,0.338709677,0.3,0.327419355,0.033870968,0,0,0.322580645,0.096774194,0.132258065,0.027419355,0.435483871,0.54516129,0.001612903,0
