FY,CollDate,Sample,StationID,WaterbodyName,Location,PH,COND (µs/cm),DO,TEMP,ALKALINITY [mg/L],ARSENIC DIS [ug/L],COPPER DIS [ug/L],CHLORIDE [mg/L],HARDNESS TOT [mg/L],IRON DIS [ug/L],IRON TREC [ug/L],MANGANESE DIS [ug/L],AMMONIA [mg/L],NO5 [mg/L],N-KJELDAHL [mg/L],NITROGEN TOT [mg/L],PHOSPHORUS [mg/L],SELENIUM [ug/L],SULFATE [mg/L],ZINC [ug/L],TSS [mg/L]
FY18,8/25/2017,Routine Sample,5661,North Fork Clear Creek,off Highway 119,7.9,343.5,8.53,8.99,31,0.39,29,37,120,350,1300,460,<0.0038,0.12,,0.167,0.027,0.29,62,500,
FY18,9/11/2017,Routine Sample,5936,South Platte River,at Lone Rock Campground,8.07,610.30,8.53,12.60,100,0.54,<4,36,140,3.7,75,180,0.054,0.17,,0.336,0.063,<0.099,39,5.4,
FY18,9/12/2017,Routine Sample,5789,Kenosha Creek,east of FR 126C,7.45,40.80,,15.46,20,0.21,<4,0.42,16,680,1800,24,0.013,<0.018,,0.173,0.071,<0.099,1.8,<2,
FY18,9/12/2017,Routine Sample,5875,South Fork Lost Creek,above North Fork,7.42,46.60,,9.11,21,<0.11,<4,0.65,17,310,660,11,0.0096,<0.018,,0.158,0.019,<0.099,2.6,2.9,
FY18,9/11/2017,Routine Sample,5952,South Platte River,below Spinney Mountain Reservoir @ Gage,8.46,433.70,7.51,16.10,99,0.68,<4,40,150,6.7,97,6.7,<0.0038,<0.018,,0.169,0.021,<0.099,52,4.9,
FY18,9/12/2017,Routine Sample,5986,Michigan Creek,at Teter SWA,7.79,118.70,,11.07,53,0.32,<4,0.34,57,530,900,20,0.0066,<0.018,,0.107,0.027,<0.099,10,3.7,
FY18,9/11/2017,Routine Sample,5951A,South Platte River,d/s Elevenmile Reservoir @ Spillway @ Gage,8.53,528.00,7.65,17.48,130,0.78,<4,52,190,2.2,27,5.2,0.0083,0.052,,0.274,0.032,<0.099,60,5.8,
FY18,9/12/2017,Routine Sample,5985B,Tarryall Creek,at Tarryall SWA,8.14,141.50,8.25,10.63,65,0.24,<4,0.61,70,190,410,8.1,0.0047,<0.018,,0.135,0.015,<0.099,10,4.6,
FY18,9/11/2017,Routine Sample,EPA01-250,Goose Creek,<USU Star>,8.68,60.80,8.37,10.24,20,0.17,<4,0.78,21,120,350,12,0.0097,0.047,,0.112,0.014,0.19,4.7,4.6,
FY18,9/12/2017,Routine Sample,EPA01-252,Rock Creek,<USU Star>,7.25,37.20,8.18,9.50,18,<0.11,<4,0.48,13,100,210,5.6,0.013,0.041,,0.117,0.012,<0.099,2.7,<2,
FY18,7/24/2017,Routine Sample,5978,Fourmile Creek,at YMCA,8.2,150.5,7.15,22.059,52,0.22,<4,2.5,58,98,200,2.5,0.015,0.25,,0.354,0.059,0.13,12,8.1,
FY18,7/24/2017,Routine Sample,5971A1,Horse Creek,at mouth,8.22,322.9,7.24,20.66,110,1.2,<4,26,120,81,770,61,0.016,0.057,,0.298,0.044,0.1,12,4.5,
FY18,7/24/2017,Routine Sample,5971a2,Trout Creek,u/s of confluence with West Cr.,8.33,357.9,7.33,21.708,130,2.1,<4,29,130,83,890,80,0.023,0.043,,0.342,0.059,0.16,13,3.2,
FY18,7/24/2017,Routine Sample,5971B1,West Creek,at mouth,8.36,204.5,6.98,22.53,89,0.27,<4,6.5,87,110,540,6.7,0.013,0.051,,0.199,0.025,<0.099,7.5,2.8,
FY18,7/25/2017,Routine Sample,5971a3,Trout Creek,below Manitou Reservoir Dam,9.15,349.9,7.5,18.845,110,0.6,<4,40,120,88,570,13,0.036,0.67,,1.27,0.15,0.12,11,5,
FY18,7/26/2017,Routine Sample,8405,San Francisco Creek,near Del Norte,7.89,59.4,7.86,11.614,30,0.21,<4,,24,77,350,5.3,0.017,0.24,,0.31,0.1,<0.099,1.6,<2,
FY18,7/27/2017,Routine Sample,8615A,La Garita Creek,at 38 Rd South of the Town of La Garita,7.84,74.5,7.15,14.384,43,0.39,<4,,43,700,5100,28,0.028,0.23,,0.487,0.29,0.15,2,15,
FY18,7/27/2017,Routine Sample,NPS-KC-HN,Kerber Creek,at HN Pasture,,249.7,6.69,22.312,83,0.86,5.9,,110,190,340,92,0.0072,0.025,,0.277,0.031,0.12,45,66,
FY18,7/26/2017,Routine Sample,8351A,Cat Creek,above Willow Creek at FR 271,8.05,187.7,7.53,13.677,97,0.37,<4,,83,210,590,10,0.006,0.067,,0.221,0.14,0.14,8.9,3.7,
FY18,8/8/2017,Routine Sample,BC01,Boxelder Creek,upstream of discharge effluent,7.86,2046.9,8.07,16.164,230,0.88,<4,,1200,<1.7,290,15,<0.0038,5.4,,5.39,0.04,7.4,980,21,
FY18,8/8/2017,Routine Sample,5419C,Big Thompson River,at Glade Road Park,7.85,81.7,8.65,15.908,26,0.18,<4,,36,97,430,5.9,0.013,0.19,,0.288,0.031,0.1,9.1,2.4,
FY18,8/14/2017,Routine Sample,8105A,Willow Creek,abv confluence with Rio Grande River,8.41,100.8,8.13,15.063,23,0.86,<4,0.53,38,34,130,81,0.042,0.12,,0.229,0.047,0.18,22,61,
FY18,8/14/2017,Routine Sample,8105B,Willow Creek,mainstem below East and West Fork Willow,8.17,100.5,7.94,12.728,24,0.82,<4,0.83,36,35,160,170,0.0071,0.14,,0.22,0.045,<0.099,22,570,
FY18,8/14/2017,Routine Sample,8105E,Willow Creek,below Creede at CR 504,7.91,109.2,7.91,12.261,24,0.72,<4,0.33,39,39,190,240,0.007,0.14,,0.196,0.044,<0.099,26,710,
FY18,8/21/2017,Routine Sample,23,South Platte River,at Henderson,7.92,835.2,7.17,20.663,140,0.95,4.2,9.6,240,44,150,49,0.13,3.3,,3.85,0.72,1.2,12,21,
FY18,8/21/2017,Routine Sample,22,South Platte River,near Kersey,8.25,1228.1,10.44,22.724,220,1.2,<4,6.8,510,5.9,340,14,<0.0038,4.5,,4.55,0.25,2.4,33,13,
FY18,8/21/2017,Routine Sample,27,Cache La Poudre River,near Greeley,8.13,1150.4,10.13,21.876,220,1.2,<4,4.3,530,<1.7,1100,27,0.015,4.4,,4.6,0.32,2.8,34,14,
FY18,8/21/2017,Routine Sample,29,St. Vrain Creek,near mouth,8.31,1219.8,8.55,23.857,220,1.5,<4,4.8,520,3.7,780,28,0.0056,2.1,,2.43,0.24,2,37,11,
FY18,9/11/2017,Routine Sample,5870A,West Creek,abv Trail Creek near Cty Rd 78 and Pine Lake Drive,8.21,179.3,8.61,15.319,81,0.29,<4,2,78,610,1400,120,0.0081,0.039,,0.168,0.059,<0.099,6.7,3.6,
FY18,10/3/2017,Routine Sample,82,Animas River,near Silverton,6.94,481,8.45,8.585,12,<0.11,<4,1,220,1100,2600,1300,0.023,0.07,,0.091,0.024,0.23,200,430,
FY18,10/3/2017,Routine Sample,9423A,Animas River,at Durango - 9th St. Bridge,7.63,562.5,8.89,9.795,130,0.34,<4,21,260,7.8,640,61,0.0044,0.069,,0.096,0.027,0.27,130,12,
FY18,10/3/2017,Routine Sample,81,Animas River,above Durango (Bakers Bridge),7.86,336.4,9.78,7.272,44,0.21,<4,1.9,150,11,630,370,0.011,0.066,,0.086,0.011,0.15,120,34,
FY18,10/24/2017,Routine Sample,28,Big Thompson River,near mouth,8.31,1520.2,13.93,11.962,250,0.76,<6.2,38,670,7.1,190,41,0.079,4.4,,4.36,0.38,3.8,560,20,
FY19,9/18/2018,Routine Sample,5208,Crow Creek,at Nagakawa SWA,8.34,1621,7.3,24.00,210,1.51,<4.3,160,498,137,1200,21.5,0.2,8.11,,8.13,6.6,2.4,400,36.6,
FY19,10/3/2018,Routine Sample,5210,Sand Creek,at mouth,8.40,1788,11.4,17.10,220,1.24,<2.2,210,462,39.7,68.7,54.2,0.1,3.16,,3.36,0.5,7.29,410,24.5,
FY19,9/19/2018,Routine Sample,5418,Big Thompson River,at Hwy 257,8.00,1629,10.6,18.40,290,1.07,<4.3,33,824,118,523,265,0.0065,0.363,,0.711,0.28,2.53,680,33.1,
FY19,9/20/2018,Routine Sample,5570,Boulder Creek,at mouth upstream of St. Vrain Creek,8.50,999,11.7,19.40,240,1.98,<2.2,70,310,30.2,123,8.6,<0.0057,1.78,,1.99,0.61,1.48,190,14.7,
FY19,9/20/2018,Routine Sample,5572,Boulder Creek,u/s Coal Creek nr Gooding (115th and 38 rd.),8.80,567,13.6,21.20,150,1.48,<4.3,45,186,50.5,246,8.7,0.02,1.97,,2.13,1.5,0.525,71,16.1,
FY19,7/31/2018,Routine Sample,5962,Sheep Creek,above Cty Rd 5,8.31,363.4,7.48,14.35,150,0.467,<4.3,,179,332,569,38.3,<0.0057,<0.025,,0.198,0.021,<0.18,41,7.7,
FY19,7/24/2018,Routine Sample,5984,Snyder Creek,above 77 Rd.,7.92,497.2,4.69,17.00,280,0.816,<4.3,,168,310,5590,51.7,0.088,0.0775,,0.799,0.17,<0.9,41,8.2,
FY19,10/11/2018,Routine Sample,7104,Arkansas River,abv Parkdale @ Hwy 50,8.16,286.6,9.35,7.56,100,0.437,<2.2,7.11,124,28.1,1980,11.6,<0.0076,0.1,,0.199,0.1,<0.17,36,6.3,
FY19,7/30/2018,Routine Sample,7105,Arkansas River,abv Hamilton Creek at CR 45 Bridge,8.58,212.5,8.31,18.47,76,0.388,<4.3,4.7,88.4,22.2,591,7.8,<0.0057,0.145,,0.217,0.031,<0.18,25,5.9,
FY19,8/15/2018,Routine Sample,8343,Wightman Fork,above confluence with Alamosa River,7.30,1194.3,8.33,8.99,14,0.099,7,2.2,614,5.1,313,552,<0.0057,0.0868,,0.0703,0.0068,<0.18,680,111,
FY19,8/14/2018,Routine Sample,10716,Dolores River,below Rico,8.28,523,8.27,10.45,160,0.393,<4.3,1.7,264,14.2,44.5,10.9,<0.0057,<0.025,,0.0382,0.0053,0.301,130,16.1,
FY19,8/14/2018,Routine Sample,10718,Dolores River,below Horse Creek,7.55,360.9,8.25,9.56,110,0.282,<4.3,0.88,193,24.4,128,124,<0.0057,<0.025,,0.0437,0.0058,0.467,80,9.2,
FY19,8/15/2018,Routine Sample,11387,Fortification Creek,at 18 Rd.,,763,10.3,21.10,280,2.47,<4.3,16,130,146,457,37.4,<0.0057,<0.025,,0.503,0.04,2.3,94,6.3,
FY19,8/13/2018,Routine Sample,11464,Willow Creek,at Rd 70,,120.2,11.2,23.90,63,1.57,<4.3,0.63,54.4,722,659,25.5,<0.0057,<0.025,,0.313,0.1,<0.18,2.2,11.6,
FY19,8/14/2018,Routine Sample,11480,Talamantes Creek,at Road 94,,356.4,8.7,12.70,180,2.81,<4.3,3.7,185,126,225,47,0.023,0.0899,,0.299,0.12,0.246,8.5,12.5,
FY19,8/14/2018,Routine Sample,11485,Vermillion Creek,at Hwy 318,,877,13.8,18.60,120,0.913,<4.3,140,211,10.9,98.8,1.1,<0.0057,<0.025,,0.0784,0.0063,0.928,110,17.4,
FY19,9/12/2018,Routine Sample,12095,Colorado River,at Pumphouse Campground,8.40,235.9,8.9,13.70,66,0.427,<4.3,7.2,106,114,285,22.7,0.025,0.069,,0.174,0.019,0.198,41,13.6,
FY19,9/12/2018,Routine Sample,12103,Colorado River,at State Bridge @ Hwy 131,8.30,235.2,8.4,15.20,69,0.473,<4.3,6.9,105,129,256,29.2,0.028,0.0358,,0.155,0.021,<0.18,41,11.9,
FY19,9/11/2018,Routine Sample,12128,Beaver Creek,above Spring Creek,7.70,567.1,6.8,12.70,70,0.353,<4.3,0.48,66.9,127,122,5.3,0.021,<0.025,,0.0686,0.026,<0.18,6.3,29.8,
FY19,9/10/2018,Routine Sample,12168,Ranch Creek,near Tabernash,7.80,128.2,8.6,10.90,65,0.573,<4.3,1.5,58.8,1140,1290,52.6,0.024,<0.025,,0.166,0.061,<0.18,1.5,11,
FY19,9/11/2018,Routine Sample,12179,Hurd Creek,at end of FR 848,7.40,537.6,8.3,5.50,20,0.088,<4.3,0.43,15.6,401,228,26.9,0.023,<0.025,,0.0428,0.0068,<0.18,1.5,7.1,
FY19,9/11/2018,Routine Sample,12181,Meadow Creek,at Arapaho National Rec Area boundary,7.80,45.6,8,8.10,24,0.055,<4.3,0.26,22.1,70,90.7,2.8,0.025,<0.025,,0.07,0.0048,<0.18,1.5,5.9,
FY19,9/11/2018,Routine Sample,12182,Roaring Fork Arapaho Creek,at Indians Peaks WA near Granby,7.70,562.1,7.8,11.00,20,0.053,<4.3,0.29,17.8,17.5,13.2,1.8,0.047,0.025,,0.0596,<0.0047,<0.18,2.4,7.4,
FY19,9/10/2018,Routine Sample,12196,Vasquez Creek,at gage at Hwy 40,7.90,555,8.5,10.50,26,0.086,<4.3,0.44,24.1,136,125,5.6,0.027,<0.025,,0.0634,0.0078,<0.18,4,7.2,
FY19,8/15/2018,Routine Sample,12803,Yampa River,at Highway 13,,,,,110,0.947,<4.3,8.7,120,124,338,27.1,<0.0057,<0.025,,0.374,0.051,0.281,49,9.7,
FY19,8/15/2018,Routine Sample,12804,Yampa River,at Hwy 394 S. of Craig,,295.6,9.11,22.00,100,1.05,<4.3,7.8,102,217,438,42.8,<0.0057,<0.025,,0.318,0.037,0.212,44,25.6,
FY19,8/15/2018,Routine Sample,12823,Morapos Creek,near Hamilton,,1708,8.62,17.70,380,1.37,<4.3,13,774,154,560,188,<0.0057,0.041,,0.474,0.044,0.926,630,18.4,
FY19,8/13/2018,Routine Sample,12832,Little Bear Creek,at 27 Rd N of Craig,,107.7,8.24,24.60,57,1.01,<4.3,0.37,47,251,341,13.2,<0.0057,<0.025,,0.224,0.037,<0.18,0.9,6.3,
FY19,9/18/2018,Routine Sample,12854,Fish Creek,at 27 Rd.,8.41,747.4,7.73,18.21,280,1.3,<4.3,,359,49.9,402,20.2,<0.0057,<0.025,,0.257,0.04,0.528,150,6.5,
FY19,9/17/2018,Routine Sample,12855,Middle Creek,at 33 Rd.,8.03,3268.4,9.38,17.07,340,1.02,<22,,1210,29.8,236,168,<0.0057,<0.025,,0.272,0.031,0.321,1800,42.7,
FY19,9/18/2018,Routine Sample,12856,Foidel Creek,at Rd. 33,8.29,3678.8,8.74,11.05,360,1.48,<43,,1200,46.3,219,110,<0.0057,<0.025,,0.3,0.045,0.39,2000,<26,
FY19,7/10/2018,Routine Sample,12922,Roaring Fork River,at Manville SWA,8.60,574.2,7.2,13.90,130,0.474,<4.3,1,125,243,423,63.5,<0.0057,<0.025,,0.251,0.022,<0.18,12,7.7,
FY19,7/10/2018,Routine Sample,12932,Government Creek,at Rd. 6E,8.40,570.7,7,15.80,77,0.749,<4.3,0.58,87,151,546,20.1,<0.0057,<0.025,,0.107,0.058,<0.18,14,5.7,
FY19,7/11/2018,Routine Sample,12949,North Fork Michigan River,above FR 41B,7.30,548.1,8.8,7.00,72,0.532,<4.3,0.34,108,19.7,32.4,2.4,<0.0057,<0.025,,0.0412,0.0065,<0.18,48,6,
FY19,7/11/2018,Routine Sample,12962,Illinois River,above FR 765,7.70,123.6,7.9,12.90,35,0.622,<4.3,,51.1,122,147,10.9,<0.0057,<0.025,,0.0775,0.006,<0.18,24,4.9,
FY19,7/9/2018,Routine Sample,12955,Wilset Creek,abv Grizzly Creek and Hwy 14,8.70,569,8.2,17.20,260,0.901,<4.3,0.22,243,154,493,152,<0.0057,<0.025,,0.0775,0.006,<0.18,24,4.9,
FY19,9/12/2018,Routine Sample,12172A,Willow Creek,at Sawmill Gulch Campground,8.00,116.2,8.3,6.50,50,0.121,<4.3,0.83,44.5,115,159,5.4,0.022,<0.025,,0.0573,0.012,<0.18,8.7,7.1,
FY19,9/10/2018,Routine Sample,12184A,East St. Louis Creek,above diversion,7.70,46.5,9.5,4.60,22,0.037,<4.3,0.31,18.4,8.1,9.1,1.2,0.023,<0.025,,0.0528,0.0068,<0.18,2.4,5.6,
FY19,9/12/2018,Routine Sample,12300A,Blue River,at mouth 3 mi. below Trough Rd.,8.50,239.7,9.6,14.30,96,0.267,<4.3,9.4,110,72.2,181,23.5,0.028,0.121,,0.169,0.011,<0.18,43,12.5,
FY19,9/18/2018,Routine Sample,12856C,Foidel Creek,above Twenty Mile Coal Mine,8.20,3766.6,9.33,15.00,230,0.086,<22,,2620,<1.95,40.5,13.5,<0.0057,<0.025,,0.219,0.02,<0.18,2700,59,
FY19,7/11/2018,Routine Sample,12931A,Parkview Creek,above Hwy 125,7.70,96.1,7.8,14.10,32,0.121,<4.3,0.23,36.8,79.3,97.5,5.6,<0.0057,<0.025,,0.0613,0.0073,<0.18,14,5.1,
FY19,7/9/2018,Routine Sample,12952B,East Fork Arapaho Creek,at FR 700,8.80,94.4,7.6,11.50,43,0.362,<4.3,0.34,38.9,152,230,14,<0.0057,<0.025,,0.0483,0.1,<0.18,4.1,3.8,
FY19,7/10/2018,Routine Sample,12970A,Lake Creek,above Red Hill Ranch diversion,8.60,566.4,7.2,17.60,20,0.263,<4.3,0.42,19.5,114,545,11.4,<0.0057,<0.025,,0.119,0.046,<0.18,1.9,<2.6,
FY19,10/3/2018,Routine Sample,5212a,Sand Creek,blw Aurora Sand Creek WWTP,8.00,2350,10.6,18.90,220,0.577,<2.2,218,683,20.7,155,94.2,0.021,2.4,,2.58,0.07,13.7,800,31.9,
FY19,7/26/2018,Routine Sample,5673G,Turkey Gulch,above Turkey Gulch Rd.,3.15,1683.9,8.54,9.05,<5,0.996,1360,,542,16800,17100,12900,<0.0057,<0.025,,<0.027,0.012,5.66,820,3950,
FY19,7/26/2018,Routine Sample,5678C,Soda Creek,at Pine Slope Road,7.52,123.7,7.59,15.10,39,0.171,<4.3,,42.3,102,429,9,<0.0057,0.0381,,0.0773,0.016,<0.18,12,5.9,
FY19,7/9/2018,Routine Sample,NPlatte,North Platte River,near Walden at SWA,8.40,306.1,10.1,21.50,150,0.646,<4.3,1.3,134,206,382,19,<0.0057,<0.025,,0.343,0.04,<0.18,14,8.3,
FY20,7/8/2019,Routine Sample,10326,Pauline Creek,above Cochetopa,7.6,55,7.9,11.1,22,0.396,<5.5,0.57,22.5,264,611,19,<0.061,0.0383,,0.193,0.071,<0.7,3,2,
FY20,7/30/2019,Routine Sample,10329,Stewart Creek,at La Garita W.A. (794 Rd),8.13,68.2,7.53,8.245,23,0.797,<5.5,0.323,27.6,128,237,16.5,<0.061,0.115,,0.16,0.048,0.176,8,<1.7,
FY20,7/8/2019,Routine Sample,10330,East Fork Los Pinos Creek,just above Los Pinos Creek,7.2,45.8,8.2,8.3,20,0.198,<5.5,0.47,28,153,209,15,<0.061,0.0966,,0.211,0.056,<0.7,1.6,2.1,
FY20,7/10/2019,Routine Sample,10375,Long Branch,above West Fork Long Branch,7.6,68.2,7.9,12.2,28,0.454,<5.5,0.68,26.3,269,523,26.9,<0.061,0.0956,,0.202,0.12,<0.7,,2,
FY20,7/10/2019,Routine Sample,10390,Marshall Creek,above Indian Creek,8.1,95.1,7.2,16.5,46,0.179,<5.5,0.49,45.6,256,411,24.8,<0.061,<0.0089,,0.112,0.047,<0.7,3.2,1.7,
FY20,8/13/2019,Routine Sample,10400,North Fork Gunnison,at mouth,8.5,1163.9,9.48,20.841,240,1.03,<5.5,7.4,587,21.4,210,31.1,<0.061,<0.0089,,0.24,0.02,2.41,450,6.5,
FY20,8/8/2019,Routine Sample,10605G,Uncompaghre River,at Water Sports Park,7.9,332.5,8.8,13,81,0.632,<5.5,2.19,161,69.9,534,15.8,<0.061,0.111,,0.186,0.058,0.446,76,5.7,
FY20,9/18/2019,Routine Sample,10690,Canyon Creek,below Camp Bird Mine,7.54,604.1,7.54,11.774,39,0.631,<5.5,0.66,320,10.2,91,99.5,<0.036,0.0592,,0.0538,<0.0077,0.342,240,240,
FY20,9/18/2019,Routine Sample,10695,Sneffels Creek,near mouth,7.7,174,8.36,7.455,33,0.77,<5.5,0.367,85.8,3.3,20.9,16.6,<0.036,0.0685,,0.0715,<0.0077,0.192,47,24.5,
FY20,9/18/2019,Routine Sample,10695,Sneffels Creek,near mouth,7.71,173.9,8.36,7.458,33,0.772,<5.5,0.369,85.6,7,17.9,17.5,<0.036,0.0712,,0.0631,<0.0077,0.226,48,24.9,
FY20,8/6/2019,Routine Sample,10742,Little Taylor Creek,above conf. with Taylor Creek,8.2,226,7.3,13.2,110,0.187,<5.5,0.566,119,13.9,22.5,4.1,<0.061,0.0181,,0.12,<0.0077,<0.14,4.4,2.3,
FY20,8/7/2019,Routine Sample,10767B,Roaring Forks Creek,at mouth,8.4,266,7.5,15.7,140,0.245,<5.5,0.419,148,12.3,47.9,5.8,<0.061,<0.0089,,0.0714,0.0094,0.165,2.7,3.5,
FY20,8/6/2019,Routine Sample,10773,Burnett Creek,above Dolores River,8.3,197,7.5,13.3,95,0.095,<5.5,0.34,107,5,13.6,<0.93,<0.061,<0.0089,,0.0423,<0.0077,<0.14,5.1,2.5,
FY20,8/6/2019,Routine Sample,10775,Sulphur Creek,above Dolores River,8.1,163,7.6,12.6,57,0.187,<5.5,0.261,79.1,1.7,8.7,<0.93,<0.061,<0.0089,,0.0439,<0.0077,0.186,20,95.4,
FY20,8/7/2019,Routine Sample,10780C,Silver Creek,above Blair Tunnel,7.8,230,8,10.6,82,0.4,<5.5,0.295,117,15.5,19.2,33.6,<0.061,<0.0089,,0.041,<0.0077,<0.14,29,424,
FY20,8/7/2019,Routine Sample,10782,Horse Creek,at Hwy 145,8,214,8.4,9.23,58,0.134,<5.5,0.33,103,8.3,29.9,125,<0.061,0.0148,,<0.041,<0.0077,0.177,44,12.9,
FY20,8/7/2019,Routine Sample,10784R,Coal Creek,at FR 535 blw Lizard Head Wilderness,8.2,167,8.5,7.45,59,0.387,<5.5,0.246,87.2,14,62.1,4.9,<0.061,0.0544,,0.0929,<0.0077,0.333,20,2.5,
FY20,8/7/2019,Routine Sample,10785,Barlow Creek,above Dolores River,8.1,129,8.8,7.8,55,0.275,<5.5,0.283,62.3,20.5,31.4,1.1,<0.061,0.0352,,0.0707,<0.0077,<0.14,9.1,<1.7,
FY20,8/5/2019,Routine Sample,12304E,Blue River,d/s pedestrian footbridge,8.1,126.6,8.07,12.407,39,0.132,<5.5,2.73,56.4,52.1,117,69.2,<0.061,0.0772,,0.101,<0.0077,0.155,16,89.3,
FY20,8/5/2019,Routine Sample,12390,French Gulch,at mouth at Hwy 9,7.76,204.6,8.3,9.949,42,0.326,<5.5,0.641,89.1,144,199,656,<0.061,0.0385,,0.0478,<0.0077,0.323,54,1920,
FY20,9/11/2019,Routine Sample,133,North Fork Clear Creek,below Blackhawk,7.7,646,8.6,11.2,38,0.238,5.7,80,211,22.8,112,73.6,<0.061,1.26,,1.18,0.014,<0.14,160,191,
FY20,8/19/2019,Routine Sample,137,San Juan River,abv Pagosa Springs,8.1,87.8,8.1,15.03,41,0.215,<5.5,0.46,43,38.4,217,4.6,<0.061,0.0145,,0.0871,0.021,0.168,6.9,<1.7,
FY20,7/22/2019,Routine Sample,155,South Fork Republican River,below Bonny Reservoir,8.7,734,16,25.7,270,9.74,<5.5,12.1,350,52.3,211,87,<0.061,0.0164,,0.42,0.17,0.277,120,5,
FY20,9/6/2019,Routine Sample,5254,Cherry Creek,at Franktown at Hwy 86,7.7,281,7.6,18.2,100,2.83,<5.5,15.6,113,97.7,509,67.3,<0.061,0.0108,,0.198,0.24,0.347,8.6,4.1,
FY20,9/6/2019,Routine Sample,5258,West Cherry Creek,at Jones Rd.,7.5,234.5,6.6,15.7,65,0.447,<5.5,26.1,85.1,387,727,32.4,<0.061,0.00918,,0.302,0.083,0.211,6.3,7,
FY20,9/10/2019,Routine Sample,5455,Little Thompson River ,at County Line Road,7.65,2159,6.9,16.3,230,0.964,<5.5,28,954,42.8,1400,92.7,<0.061,1.21,,1.25,0.12,4.59,890,9.7,
FY20,8/13/2019,Routine Sample,55,Uncompahgre River,at Delta (at 5th St bridge),8.22,1100.1,7.6,19.753,240,1.03,<5.5,7.4,587,21.4,210,31.1,<0.061,<0.0089,,0.24,0.02,2.41,450,6.5,
FY20,9/10/2019,Routine Sample,5560B,Lefthand Creek,at 95th St.,8.3,800,8,17.1,230,0.774,<5.5,19,390,95.9,182,48.4,<0.061,0.519,,0.57,0.027,0.688,220,8,
FY20,9/10/2019,Routine Sample,5574,Boulder Creek,at Duncan Lane u/s of 95th St.,8.4,460.4,9.02,22.5,79,1.01,<5.5,41,146,64.7,454,12.8,<0.061,1.9,,1.87,0.99,0.369,46,12.6,
FY20,9/11/2019,Routine Sample,5605,Clear Creek,at Youngfield St.,8.1,698,7.6,20.7,180,0.501,<5.5,66,151,168,210,261,0.18,0.946,,2.12,0.78,0.143,50,38.3,
FY20,9/11/2019,Routine Sample,5791a,Lakewood Gulch,at Martinez Park u/s Tennyson St.,8.3,687,8.1,18.7,120,0.605,<5.5,84,229,21.7,528,12.6,<0.061,0.472,,0.495,0.064,0.737,78,10.8,
FY20,8/7/2019,Routine Sample,58,Taylor River,at Almont,8.17,114.2,8.31,10.848,46,0.169,<5.5,0.51,59.3,44.6,96.9,2.8,<0.061,0.0193,,0.107,<0.0077,<0.14,6.1,<1.7,
FY20,9/25/2019,Routine Sample,5870C,West Creek,above Little Creek,8,196,7.9,16.8,85,0.238,<4.9,2.47,83.3,328,439,115,<0.036,<0.0089,,0.133,0.024,0.273,3,13.4,
FY20,7/16/2019,Routine Sample,5971a1,Horse Creek,at mouth above conf. with S. Platte R.,8.09,320,8.09,18.464,91,0.701,<5.5,27.2,128,93,532,46.7,<0.061,0.0144,,<0.041,0.019,<0.14,11,3.7,
FY20,9/25/2019,Routine Sample,5971a7,Trout Creek,abv. 75 Rd.,8.1,510,8.4,7.2,85,0.564,6.7,65,116,139,327,21.2,0.065,6.69,,7.66,5.8,0.603,27,70.1,
FY20,9/25/2019,Routine Sample,5971d1,Trail Creek,1 mile above mouth,7.8,153,8.5,9.6,58,0.095,<4.9,1.76,61,91.6,162,27.7,<0.036,0.0341,,0.0719,0.012,0.361,9.2,7.3,
FY20,7/30/2019,Routine Sample,5988A1,Mosquito Creek,d/s Alma Tailings,7.29,142.9,8.19,11.153,43,0.085,<5.5,0.216,70.4,40.3,108,13.8,<0.061,0.0228,,0.0694,<0.0077,0.221,21,94.6,
FY20,7/30/2019,Routine Sample,5988B1,South Mosquito Creek,d/s London Tailings,7.48,210.9,8.09,9.798,54,0.09,<5.5,0.28,103,26.2,64.4,50.7,<0.061,0.0505,,0.086,<0.0077,0.334,42,373,
FY20,7/23/2019,Routine Sample,6030,Chief Creek,"at DOW Hatchery Bridge, u/s Wray",8.10,367.50,5.90,21.60,140,9.76,<5.5,3.81,142,52.5,199,8.8,<0.061,0.718,,0.925,0.019,1.49,11,5.2,
FY20,7/23/2019,Routine Sample,6266,North Fork Republican River,at Sand Sage SWA,8.20,413.00,9.10,18.90,6.8,0.04,0.361,0.244,4.61,10,24.7,<0.93,<0.061,0.269,,0.259,<1.2,<0.14,1.5,<1.7,
FY20,7/22/2019,Routine Sample,6420,South Fork Republican River,at Rd 2,8.00,447.10,8.80,19.60,170,4.61,<5.5,7.2,193,68.3,527,8.8,<0.061,1.46,,1.64,0.082,1.35,29,5.4,
FY20,9/24/2019,Routine Sample,7235,Fourmile Creek,at mouth,8.00,867.00,8.10,13.90,160,0.626,<4.9,16.5,391,31.4,341,27.5,<0.036,0.453,,0.503,0.034,8.13,260,15,
FY20,9/24/2019,Routine Sample,7237,East Fork West Beaver Creek,near Victor,8.40,71.70,6.90,16.40,18,0.255,<4.9,4.73,22.4,128,223,19.7,0.81,0.0759,,0.167,<0.011,0.167,0.167,0.167,
FY20,9/24/2019,Routine Sample,7250,Cripple Creek,above Fourmile Creek,8.40,791.00,8.20,11.70,120,1.51,<4.9,104,170,9.3,118,5,<0.036,4.83,,4.84,0.26,0.463,81,10.6,
